date,users,new_users,sessions_per_user,sessions,session_duration,bounce_rate,pageviews,pages_per_session
2013-12-07,"4,511,492","2,305,323",1.08,"4,883,833",0:02:53,24.51%,"6,615,474",1.36
2013-12-08,"3,640,356","1,752,895",1.08,"3,936,799",0:02:29,26.35%,"5,511,519",1.35
2013-12-09,"3,693,474","1,682,071",1.1,"4,074,449",0:04:45,26.50%,"6,075,885",1.51
2013-12-10,"4,228,196","1,972,450",1.08,"4,575,497",0:03:06,27.01%,"6,703,571",1.44
2013-12-11,"4,203,408","1,798,931",1.1,"4,641,569",0:04:39,27.23%,"6,843,974",1.41
2013-12-12,"4,539,822","1,887,461",1.12,"5,062,779",0:03:37,28.53%,"7,077,979",1.4
2013-12-13,"4,270,690","1,784,766",1.11,"4,757,195",0:03:38,27.31%,"6,766,890",1.43
2013-12-14,"3,502,249","1,533,341",1.08,"3,790,890",0:02:33,26.42%,"5,415,164",1.4
2013-12-15,"2,786,927","1,150,891",1.08,"3,020,048",0:04:24,26.85%,"4,611,286",1.55
2013-12-16,"3,643,898","1,416,481",1.17,"4,258,901",0:03:24,25.35%,"6,287,867",1.49
2013-12-17,"3,442,049","1,444,811",1.09,"3,763,360",0:02:38,39.51%,"5,203,182",1.37
2013-12-18,"3,824,499","1,643,118",1.1,"4,203,841",0:02:01,79.53%,"5,891,434",1.41
2013-12-19,"3,803,252","1,487,305",1.12,"4,272,666",0:01:49,79.04%,"5,905,199",1.38
2013-12-20,"2,914,410","1,239,421",1.09,"3,176,969",0:01:39,79.71%,"4,278,172",1.36
2013-12-21,"2,025,568","888,842",1.08,"2,194,146",0:01:30,82.90%,"2,929,199",1.31
2013-12-22,"2,379,688","938,419",1.13,"2,681,428",0:01:28,81.11%,"3,510,083",1.31
2013-12-23,"3,881,158","1,646,659",1.11,"4,313,961",0:01:34,80.62%,"5,938,235",1.36
2013-12-24,"3,519,955","1,402,316",1.09,"3,851,456",0:01:20,80.61%,"5,024,237",1.33
2013-12-25,"1,636,036","538,263",1.09,"1,789,454",0:01:41,79.21%,"2,516,248",1.42
2013-12-26,"2,082,227","796,771",1.12,"2,337,302",0:01:50,73.94%,"3,386,198",1.45
2013-12-27,"2,624,031","1,037,572",1.11,"2,912,681",0:01:29,77.89%,"4,212,100",1.45
2013-12-28,"3,658,062","1,505,011",1.1,"4,030,401",0:01:03,80.58%,"5,283,019",1.29
2013-12-29,"3,353,519","1,402,316",1.08,"3,631,215",0:01:11,81.66%,"4,644,322",1.29
2013-12-30,"3,562,450","1,356,281",1.14,"4,060,684",0:01:46,79.42%,"6,075,885",1.51
2013-12-31,"2,659,443","1,019,866",1.12,"2,967,741",0:01:26,79.83%,"3,928,540",1.35
2014-01-01,"1,628,953","566,592",1.1,"1,792,207",0:01:53,78.26%,"2,711,711",1.42
2014-01-02,"2,755,056","1,147,350",1.1,"3,017,295",0:01:33,79.81%,"4,190,076",1.38
2014-01-03,"2,592,160","1,069,443",1.12,"2,912,681",0:01:21,81.41%,"3,986,353",1.4
2014-01-04,"2,974,610","1,239,421",1.11,"3,300,855",0:01:35,81.76%,"4,600,274",1.44
2014-01-05,"2,613,408","1,108,396",1.1,"2,868,633",0:00:59,81.98%,"3,818,420",1.33
2014-01-06,"2,606,325","1,019,866",1.13,"2,951,223",0:01:42,79.74%,"4,190,076",1.38
2014-01-07,"3,052,517","1,264,209",1.11,"3,394,457",0:01:31,82.79%,"4,815,008",1.45
2014-01-08,"4,217,572","1,579,376",1.12,"4,707,641",0:01:22,82.48%,"6,249,324",1.32
2014-01-09,"4,221,114","1,855,590",1.07,"4,525,942",0:01:27,82.47%,"6,117,180",1.37
2014-01-10,"2,701,938","984,454",1.11,"2,995,271",0:01:40,79.79%,"4,118,498",1.36
2014-01-11,"2,372,606","853,430",1.12,"2,651,145",0:01:21,83.71%,"3,540,366",1.33
2014-01-12,"2,202,628","864,053",1.07,"2,364,832",0:01:13,80.99%,"3,504,577",1.47
2014-01-13,"2,751,514","1,002,160",1.11,"3,061,343",0:01:37,80.21%,"4,203,841",1.32
2014-01-14,"3,353,519","1,239,421",1.13,"3,774,372",0:01:44,79.17%,"5,417,917",1.47
2014-01-15,"2,496,548","913,630",1.15,"2,865,880",0:02:01,76.51%,"4,225,865",1.52
2014-01-16,"2,446,971","913,630",1.15,"2,810,820",0:01:35,79.47%,"3,752,348",1.36
2014-01-17,"2,170,757","779,065",1.15,"2,507,989",0:01:53,80.93%,"3,609,191",1.45
2014-01-18,"2,404,477","856,971",1.11,"2,678,675",0:01:32,78.84%,"3,942,305",1.48
2014-01-19,"2,163,675","786,147",1.14,"2,458,435",0:01:29,80.43%,"3,295,349",1.34
2014-01-20,"1,682,071","594,922",1.15,"1,932,610",0:01:49,79.82%,"2,893,410",1.53
2014-01-21,"2,408,018","888,842",1.12,"2,697,946",0:01:26,78.35%,"3,548,625",1.33
2014-01-22,"2,751,514","1,090,690",1.13,"3,102,638",0:01:56,79.79%,"4,322,220",1.43
2014-01-23,"2,779,844","1,058,820",1.1,"3,069,602",0:01:10,84.54%,"4,107,486",1.29
2014-01-24,"2,917,951","1,076,526",1.11,"3,248,548",0:01:06,84.10%,"4,245,136",1.31
2014-01-25,"2,029,109","906,548",1.08,"2,194,146",0:01:10,84.84%,"2,843,856",1.31
2014-01-26,"2,602,784","1,058,820",1.08,"2,819,079",0:01:00,87.44%,"3,573,402",1.28
2014-01-27,"2,060,980","782,606",1.11,"2,290,501",0:01:41,83.15%,"3,097,132",1.3
2014-01-28,"1,997,238","718,864",1.15,"2,304,266",0:01:19,82.49%,"3,011,789",1.32
2014-01-29,"2,847,127","980,913",1.13,"3,218,264",0:01:45,76.57%,"4,360,762",1.38
2014-01-30,"2,956,904","1,051,737",1.13,"3,353,162",0:01:22,79.94%,"4,498,412",1.32
2014-01-31,"2,124,722","814,477",1.15,"2,444,670",0:01:24,80.00%,"3,405,469",1.36
2014-02-01,"1,671,448","580,757",1.11,"1,861,032",0:01:11,84.41%,"2,477,706",1.33
2014-02-02,"2,192,004","803,853",1.11,"2,428,152",0:01:16,84.09%,"3,212,758",1.31
2014-02-03,"3,498,708","1,267,751",1.16,"4,046,919",0:00:53,83.73%,"5,040,755",1.24
2014-02-04,"3,374,766","1,306,704",1.13,"3,818,420",0:01:36,82.11%,"4,927,881",1.31
2014-02-05,"3,017,105","1,288,998",1.1,"3,331,138",0:01:27,79.91%,"4,514,930",1.37
2014-02-06,"3,112,717","1,228,797",1.09,"3,386,198",0:01:13,82.11%,"4,267,160",1.28
2014-02-07,"3,162,294","1,331,492",1.1,"3,474,294",0:01:13,81.26%,"4,506,671",1.31
2014-02-08,"3,151,670","1,189,844",1.13,"3,562,390",0:00:57,85.39%,"4,583,756",1.26
2014-02-09,"4,107,795","1,671,448",1.09,"4,481,894",0:01:00,82.15%,"5,729,006",1.32
2014-02-10,"6,537,060","2,790,468",1.1,"7,157,817",0:00:55,85.31%,"8,930,753",1.21
2014-02-11,"3,973,229","1,632,494",1.09,"4,327,726",0:01:17,81.18%,"5,729,006",1.31
2014-02-12,"4,206,949","1,646,659",1.1,"4,625,051",0:01:21,84.30%,"5,998,801",1.32
2014-02-13,"4,245,902","1,710,401",1.11,"4,713,147",0:01:26,83.71%,"6,395,234",1.36
2014-02-14,"2,808,174","1,087,149",1.12,"3,132,921",0:01:20,83.62%,"4,135,016",1.31
2014-02-15,"2,599,243","910,089",1.1,"2,863,127",0:01:11,84.55%,"3,667,004",1.3
2014-02-16,"2,585,078","998,619",1.1,"2,838,350",0:01:26,85.29%,"3,744,089",1.35
2014-02-17,"2,857,751","1,062,361",1.08,"3,097,132",0:01:22,85.14%,"4,052,425",1.31
2014-02-18,"2,443,430","881,759",1.12,"2,730,982",0:01:20,82.77%,"3,823,926",1.37
2014-02-19,"2,319,488","874,677",1.1,"2,541,025",0:01:01,85.10%,"3,325,632",1.3
2014-02-20,"2,500,089","913,630",1.08,"2,714,464",0:01:10,82.51%,"3,573,402",1.35
2014-02-21,"2,131,804","733,029",1.08,"2,312,525",0:01:13,83.00%,"2,918,187",1.3
2014-02-22,"1,699,777","609,087",1.08,"1,827,996",0:00:59,85.88%,"2,560,296",1.33
2014-02-23,"1,781,225","633,875",1.07,"1,905,080",0:02:03,81.78%,"3,127,415",1.71
2014-02-24,"2,503,630","864,053",1.09,"2,733,735",0:01:26,80.83%,"3,702,794",1.35
2014-02-25,"3,725,345","1,349,198",1.1,"4,088,214",0:01:19,81.99%,"5,277,513",1.3
2014-02-26,"2,882,539","1,044,655",1.11,"3,185,228",0:01:14,80.22%,"4,283,678",1.35
2014-02-27,"2,560,290","871,136",1.09,"2,780,536",0:01:29,78.50%,"3,801,902",1.36
2014-02-28,"2,670,067","917,171",1.11,"2,973,247",0:02:16,74.88%,"4,286,431",1.46
2014-03-01,"1,958,285","665,746",1.1,"2,155,604",0:01:22,75.66%,"3,171,463",1.47
2014-03-02,"1,721,025","520,557",1.13,"1,946,376",0:01:28,79.82%,"2,615,356",1.35
2014-03-03,"3,243,742","1,150,891",1.14,"3,711,053",0:01:28,79.29%,"5,038,002",1.34
2014-03-04,"3,562,450","1,427,105",1.09,"3,870,727",0:01:07,82.71%,"5,032,496",1.29
2014-03-05,"2,939,198","1,154,432",1.1,"3,218,264",0:00:57,78.99%,"4,019,389",1.25
2014-03-06,"3,417,261","1,356,281",1.12,"3,818,420",0:01:40,82.56%,"4,936,140",1.28
2014-03-07,"4,005,100","1,497,929",1.11,"4,451,611",0:01:18,81.94%,"6,230,053",1.42
2014-03-08,"2,762,138","1,083,608",1.13,"3,110,897",0:01:22,80.20%,"4,982,942",1.71
2014-03-09,"2,110,557","743,653",1.1,"2,315,278",0:00:45,85.17%,"2,978,753",1.28
2014-03-10,"2,493,007","885,301",1.09,"2,719,970",0:01:15,83.85%,"3,826,679",1.44
2014-03-11,"3,226,036","1,104,855",1.11,"3,578,908",0:01:15,85.26%,"4,922,375",1.28
2014-03-12,"2,882,539","1,019,866",1.14,"3,298,102",0:01:17,83.03%,"4,547,967",1.33
2014-03-13,"2,241,581","800,312",1.11,"2,480,459",0:01:00,82.71%,"3,364,174",1.3
2014-03-14,"2,153,051","655,122",1.11,"2,397,869",0:01:03,82.72%,"3,405,469",1.36
2014-03-15,"1,607,706","552,428",1.07,"1,728,888",0:01:14,82.58%,"2,260,218",1.3
2014-03-16,"1,834,343","552,428",1.09,"1,993,177",0:01:30,80.46%,"2,904,422",1.42
2014-03-17,"2,174,298","683,452",1.11,"2,419,893",0:01:41,79.36%,"3,581,661",1.52
2014-03-18,"1,834,343","552,428",1.11,"2,045,484",0:01:27,79.72%,"2,830,091",1.35
2014-03-19,"2,248,664","793,229",1.09,"2,458,435",0:01:13,82.56%,"3,298,102",1.3
2014-03-20,"3,789,087","1,572,294",1.1,"4,151,534",0:00:55,86.95%,"5,236,218",1.26
2014-03-21,"3,013,563","1,204,009",1.09,"3,276,078",0:01:09,79.70%,"4,581,003",1.4
2014-03-22,"2,213,252","910,089",1.1,"2,439,164",0:01:35,76.78%,"3,851,456",1.59
2014-03-23,"1,721,025","637,416",1.1,"1,896,821",0:01:15,80.04%,"2,989,765",1.56
2014-03-24,"3,123,341","1,122,561",1.1,"3,446,764",0:01:29,80.39%,"4,773,713",1.41
2014-03-25,"2,900,245","1,069,443",1.09,"3,146,686",0:01:03,82.11%,"4,487,400",1.32
2014-03-26,"2,946,281","910,089",1.1,"3,251,301",0:01:39,81.70%,"5,448,200",1.6
2014-03-27,"2,057,439","761,359",1.1,"2,262,971",0:01:32,80.28%,"3,686,276",1.7
2014-03-28,"2,609,866","895,924",1.1,"2,868,633",0:01:27,82.72%,"3,972,588",1.36
2014-03-29,"3,735,969","1,593,541",1.11,"4,135,016",0:01:43,82.19%,"5,852,892",1.42
2014-03-30,"3,495,167","1,434,187",1.12,"3,909,269",0:01:23,83.88%,"5,329,820",1.36
2014-03-31,"4,695,635","1,770,601",1.15,"5,420,670",0:01:18,82.23%,"7,452,388",1.35
2014-04-01,"5,173,697","2,039,733",1.1,"5,712,488",0:01:37,80.61%,"7,991,977",1.41
2014-04-02,"3,413,719","1,313,786",1.1,"3,763,360",0:01:13,83.35%,"5,343,585",1.41
2014-04-03,"2,779,844","966,748",1.11,"3,086,120",0:01:11,80.50%,"4,220,359",1.33
2014-04-04,"2,192,004","757,817",1.1,"2,406,128",0:01:24,85.00%,"3,204,499",1.36
2014-04-05,"1,745,813","587,840",1.12,"1,954,635",0:01:29,84.60%,"3,069,602",1.61
2014-04-06,"1,781,225","651,581",1.15,"2,045,484",0:02:14,77.47%,"3,490,812",1.82
2014-04-07,"2,142,428","750,735",1.09,"2,331,796",0:01:36,80.58%,"3,779,878",1.65
2014-04-08,"3,367,684","1,204,009",1.1,"3,705,547",0:01:13,84.23%,"5,106,827",1.34
2014-04-09,"3,955,523","1,540,423",1.08,"4,275,419",0:01:23,82.78%,"6,128,192",1.46
2014-04-10,"3,891,782","1,604,165",1.08,"4,195,582",0:01:05,84.64%,"5,913,458",1.43
2014-04-11,"2,276,993","924,254",1.09,"2,477,706",0:01:15,83.00%,"3,573,402",1.37
2014-04-12,"1,536,882","587,840",1.09,"1,668,322",0:01:14,82.80%,"2,422,646",1.46
2014-04-13,"1,848,508","602,004",1.16,"2,139,086",0:01:53,80.46%,"3,471,541",1.55
2014-04-14,"2,539,042","949,042",1.1,"2,797,054",0:01:29,80.25%,"4,118,498",1.48
2014-04-15,"2,967,528","1,069,443",1.11,"3,281,584",0:01:59,80.58%,"4,911,363",1.51
2014-04-16,"2,365,523","927,795",1.09,"2,576,814",0:01:42,81.46%,"4,157,040",1.65
2014-04-17,"1,905,167","669,287",1.09,"2,084,026",0:01:33,76.53%,"3,210,005",1.5
2014-04-18,"2,581,537","987,996",1.09,"2,813,573",0:01:06,81.36%,"3,752,348",1.34
2014-04-19,"2,007,862","640,958",1.1,"2,216,170",0:01:23,82.59%,"3,152,192",1.4
2014-04-20,"1,802,472","626,793",1.11,"2,006,942",0:01:57,82.19%,"3,317,373",1.75
2014-04-21,"2,160,134","736,570",1.11,"2,392,363",0:01:23,77.81%,"3,589,920",1.5
2014-04-22,"1,937,038","655,122",1.1,"2,122,568",0:01:15,82.64%,"2,995,271",1.36
2014-04-23,"2,202,628","722,405",1.13,"2,491,471",0:02:05,79.37%,"3,876,233",1.58
2014-04-24,"2,170,757","810,935",1.13,"2,455,682",0:01:28,83.12%,"3,466,035",1.43
2014-04-25,"2,160,134","672,829",1.14,"2,461,188",0:01:42,80.58%,"3,449,517",1.36
2014-04-26,"2,011,403","722,405",1.16,"2,331,796",0:01:42,78.88%,"3,223,770",1.41
2014-04-27,"2,014,944","637,416",1.12,"2,260,218",0:01:18,81.82%,"3,292,596",1.49
2014-04-28,"2,149,510","690,535",1.1,"2,362,079",0:01:20,83.51%,"3,210,005",1.31
2014-04-29,"1,735,189","555,969",1.1,"1,905,080",0:01:31,80.48%,"3,050,331",1.48
2014-04-30,"3,063,140","1,200,468",1.11,"3,397,210",0:01:43,78.00%,"5,049,014",1.46
2014-05-01,"4,146,748","1,859,131",1.09,"4,523,189",0:01:21,80.75%,"6,499,848",1.45
2014-05-02,"2,755,056","1,090,690",1.09,"3,003,530",0:01:10,81.01%,"4,184,570",1.41
2014-05-03,"1,543,964","577,216",1.14,"1,753,665",0:01:27,83.84%,"2,364,832",1.37
2014-05-04,"1,157,973","375,367",1.16,"1,343,467",0:01:54,74.41%,"2,218,923",1.67
2014-05-05,"1,975,991","570,134",1.13,"2,232,688",0:01:32,78.61%,"3,314,620",1.46
2014-05-06,"2,291,158","686,993",1.12,"2,571,308",0:01:38,80.03%,"3,909,269",1.45
2014-05-07,"2,535,501","828,641",1.13,"2,860,374",0:01:18,82.92%,"3,942,305",1.37
2014-05-08,"2,546,125","952,584",1.09,"2,777,783",0:01:21,82.04%,"3,994,612",1.39
2014-05-09,"2,110,557","761,359",1.11,"2,345,561",0:01:42,81.15%,"3,540,366",1.49
2014-05-10,"2,333,653","963,207",1.1,"2,565,802",0:01:51,81.24%,"3,730,324",1.43
2014-05-11,"1,898,085","729,488",1.11,"2,106,050",0:01:56,78.32%,"3,207,252",1.58
2014-05-12,"2,932,116","1,189,844",1.12,"3,284,337",0:01:45,80.93%,"4,589,262",1.37
2014-05-13,"2,925,033","1,299,621",1.1,"3,223,770",0:01:17,82.22%,"4,859,056",1.46
2014-05-14,"2,415,100","1,072,984",1.1,"2,651,145",0:01:39,79.71%,"3,945,058",1.52
2014-05-15,"2,280,535","860,512",1.11,"2,543,778",0:01:20,82.31%,"3,777,125",1.45
2014-05-16,"1,922,873","676,370",1.12,"2,147,345",0:01:58,78.42%,"3,157,698",1.49
2014-05-17,"1,349,198","442,650",1.13,"1,525,166",0:01:24,80.05%,"2,329,043",1.49
2014-05-18,"1,349,198","442,650",1.14,"1,538,931",0:01:47,77.47%,"2,271,230",1.39
2014-05-19,"1,643,118","570,134",1.14,"1,880,303",0:01:25,79.85%,"2,626,368",1.34
2014-05-20,"2,383,229","835,724",1.13,"2,695,193",0:01:53,80.58%,"3,950,564",1.41
2014-05-21,"2,060,980","796,771",1.11,"2,282,242",0:01:54,81.06%,"3,468,788",1.52
2014-05-22,"1,674,989","591,381",1.14,"1,916,092",0:01:10,81.15%,"2,637,380",1.37
2014-05-23,"1,522,717","548,886",1.13,"1,715,123",0:01:41,76.86%,"2,560,296",1.41
2014-05-24,"1,593,541","552,428",1.15,"1,836,255",0:01:44,77.61%,"2,821,832",1.49
2014-05-25,"1,522,717","513,474",1.12,"1,698,605",0:01:41,83.13%,"2,254,712",1.31
2014-05-26,"1,416,481","499,310",1.14,"1,610,509",0:01:18,82.64%,"2,202,405",1.35
2014-05-27,"2,117,639","704,699",1.11,"2,348,314",0:01:26,80.27%,"3,584,414",1.51
2014-05-28,"3,130,423","1,115,479",1.14,"3,554,131",0:01:23,81.08%,"4,919,622",1.37
2014-05-29,"2,638,196","987,996",1.1,"2,904,422",0:01:14,82.44%,"3,917,528",1.33
2014-05-30,"2,284,076","768,441",1.13,"2,582,320",0:01:43,82.30%,"4,000,118",1.59
2014-05-31,"1,869,755","694,076",1.13,"2,108,803",0:01:28,81.01%,"3,132,921",1.48
2014-06-01,"2,347,817","913,630",1.14,"2,670,416",0:01:39,80.37%,"3,669,757",1.39
2014-06-02,"2,772,762","991,537",1.11,"3,091,626",0:01:53,81.67%,"4,308,455",1.36
2014-06-03,"2,893,163","1,062,361",1.11,"3,210,005",0:01:22,79.71%,"4,448,858",1.41
2014-06-04,"2,351,359","803,853",1.12,"2,626,368",0:01:27,78.98%,"3,801,902",1.44
2014-06-05,"3,222,494","1,260,668",1.12,"3,609,191",0:01:50,79.88%,"5,112,333",1.44
2014-06-06,"4,221,114","1,664,365",1.11,"4,682,864",0:01:25,83.67%,"6,659,522",1.45
2014-06-07,"3,902,405","1,593,541",1.09,"4,236,877",0:01:52,83.86%,"6,378,716",1.53
2014-06-08,"2,910,869","1,179,220",1.12,"3,245,795",0:02:17,81.57%,"4,603,027",1.37
2014-06-09,"4,504,410","1,784,766",1.1,"4,947,152",0:01:54,81.89%,"7,160,570",1.47
2014-06-10,"4,412,339","1,728,107",1.11,"4,908,610",0:01:57,81.17%,"8,063,556",1.64
2014-06-11,"2,988,775","1,129,644",1.12,"3,347,656",0:02:20,79.81%,"5,817,102",1.68
2014-06-12,"2,836,503","1,002,160",1.1,"3,113,650",0:01:44,79.29%,"4,878,327",1.54
2014-06-13,"3,095,011","1,019,866",1.13,"3,482,553",0:02:17,80.49%,"5,657,428",1.62
2014-06-14,"1,777,684","555,969",1.18,"2,097,791",0:01:48,79.73%,"3,347,656",1.59
2014-06-15,"1,451,893","382,450",1.19,"1,726,135",0:01:45,79.26%,"2,582,320",1.45
2014-06-16,"1,951,203","584,298",1.17,"2,284,995",0:02:22,76.74%,"3,600,932",1.56
2014-06-17,"2,319,488","796,771",1.15,"2,673,169",0:02:11,79.07%,"3,730,324",1.4
2014-06-18,"1,674,989","520,557",1.11,"1,863,785",0:01:45,81.94%,"2,728,229",1.48
2014-06-19,"1,830,802","548,886",1.14,"2,084,026",0:01:45,80.65%,"2,926,446",1.43
2014-06-20,"1,501,470","499,310",1.15,"1,723,382",0:02:10,78.44%,"2,477,706",1.46
2014-06-21,"1,614,788","421,403",1.16,"1,866,538",0:02:10,76.66%,"2,794,301",1.48
2014-06-22,"2,018,486","570,134",1.18,"2,378,598",0:01:43,74.55%,"3,512,836",1.43
2014-06-23,"2,117,639","694,076",1.16,"2,458,435",0:02:16,76.22%,"3,614,697",1.49
2014-06-24,"2,369,065","708,241",1.14,"2,708,958",0:01:38,79.61%,"3,719,312",1.35
2014-06-25,"1,997,238","623,252",1.13,"2,260,218",0:01:56,77.31%,"3,463,282",1.51
2014-06-26,"1,604,165","421,403",1.15,"1,847,267",0:01:21,82.18%,"2,400,622",1.27
2014-06-27,"2,184,922","690,535",1.12,"2,458,435",0:02:26,82.85%,"3,311,867",1.34
2014-06-28,"2,184,922","690,535",1.11,"2,419,893",0:01:22,85.09%,"3,154,945",1.32
2014-06-29,"2,170,757","694,076",1.12,"2,441,917",0:02:01,84.62%,"3,570,649",1.55
2014-06-30,"1,965,367","754,276",1.12,"2,191,393",0:01:32,84.33%,"2,909,928",1.36
2014-07-01,"2,202,628","662,205",1.09,"2,400,622",0:01:28,84.51%,"3,075,108",1.31
2014-07-02,"1,951,203","616,169",1.12,"2,177,628",0:02:00,80.81%,"3,366,927",1.58
2014-07-03,"1,752,895","563,051",1.11,"1,946,376",0:01:40,82.55%,"2,607,097",1.38
2014-07-04,"1,242,962","396,615",1.11,"1,373,750",0:01:45,81.70%,"1,940,869",1.44
2014-07-05,"1,232,339","354,120",1.15,"1,420,551",0:01:40,81.30%,"2,031,719",1.4
2014-07-06,"1,310,245","446,192",1.1,"1,437,069",0:01:36,77.83%,"2,012,448",1.41
2014-07-07,"2,415,100","789,688",1.12,"2,706,205",0:01:36,82.35%,"3,727,571",1.39
2014-07-08,"2,528,419","888,842",1.12,"2,827,338",0:01:21,81.85%,"3,565,143",1.25
2014-07-09,"2,075,145","768,441",1.12,"2,323,537",0:01:39,83.11%,"3,364,174",1.42
2014-07-10,"1,830,802","616,169",1.13,"2,073,014",0:02:00,80.34%,"3,105,391",1.46
2014-07-11,"2,220,334","711,782",1.13,"2,499,730",0:01:47,81.02%,"3,518,342",1.37
2014-07-12,"1,876,837","594,922",1.14,"2,136,333",0:01:12,82.09%,"2,764,018",1.3
2014-07-13,"1,590,000","555,969",1.15,"1,827,996",0:01:19,80.62%,"2,439,164",1.32
2014-07-14,"1,466,058","442,650",1.12,"1,646,298",0:01:58,78.28%,"2,444,670",1.53
2014-07-15,"1,706,860","520,557",1.12,"1,907,833",0:01:58,80.33%,"2,675,922",1.43
2014-07-16,"2,397,394","821,559",1.13,"2,708,958",0:01:25,80.26%,"3,796,396",1.41
2014-07-17,"2,121,180","722,405",1.16,"2,452,929",0:01:15,81.96%,"3,234,782",1.33
2014-07-18,"1,621,871","474,521",1.18,"1,910,586",0:01:18,79.26%,"2,664,910",1.36
2014-07-19,"1,483,764","531,180",1.13,"1,671,075",0:00:56,86.44%,"2,078,520",1.22
2014-07-20,"1,175,679","368,285",1.15,"1,354,479",0:02:15,78.59%,"1,982,165",1.43
2014-07-21,"1,561,670","563,051",1.13,"1,767,430",0:01:31,80.56%,"2,373,091",1.36
2014-07-22,"1,338,575","396,615",1.13,"1,516,907",0:02:13,78.04%,"2,221,676",1.42
2014-07-23,"1,561,670","531,180",1.21,"1,894,068",0:02:02,80.00%,"2,708,958",1.45
2014-07-24,"2,004,321","648,040",1.18,"2,359,326",0:03:26,79.28%,"3,270,572",1.39
2014-07-25,"1,940,579","602,004",1.15,"2,235,441",0:01:19,82.44%,"2,838,350",1.29
2014-07-26,"1,933,497","619,710",1.16,"2,238,194",0:01:39,78.32%,"2,992,518",1.34
2014-07-27,"1,373,987","470,980",1.13,"1,558,202",0:01:37,82.50%,"2,216,170",1.44
2014-07-28,"1,582,918","481,604",1.15,"1,814,231",0:01:36,82.42%,"2,395,116",1.32
2014-07-29,"1,356,281","339,955",1.2,"1,629,780",0:02:37,75.87%,"2,397,869",1.53
2014-07-30,"1,320,869","460,356",1.15,"1,514,154",0:02:11,80.37%,"2,235,441",1.51
2014-07-31,"1,735,189","605,546",1.15,"2,001,436",0:01:52,79.47%,"2,874,139",1.38
2014-08-01,"2,677,149","1,147,350",1.14,"3,042,072",0:01:15,83.59%,"3,983,600",1.29
2014-08-02,"2,801,091","1,140,267",1.16,"3,243,042",0:01:23,84.17%,"4,223,112",1.28
2014-08-03,"2,238,040","747,194",1.15,"2,563,049",0:01:23,83.56%,"3,320,126",1.3
2014-08-04,"2,308,864","818,018",1.16,"2,670,416",0:01:21,82.23%,"3,576,155",1.32
2014-08-05,"1,940,579","697,617",1.13,"2,188,640",0:01:09,84.79%,"2,857,621",1.24
2014-08-06,"1,894,543","708,241",1.13,"2,130,827",0:01:32,84.72%,"2,860,374",1.32
2014-08-07,"1,508,552","587,840",1.11,"1,671,075",0:01:49,81.14%,"2,673,169",1.67
2014-08-08,"1,398,775","548,886",1.15,"1,605,003",0:02:08,81.46%,"2,744,747",1.77
2014-08-09,"1,147,350","414,321",1.15,"1,324,196",0:02:09,81.02%,"2,284,995",1.8
2014-08-10,"991,537","350,579",1.12,"1,114,968",0:02:05,84.13%,"1,679,334",1.51
2014-08-11,"956,125","290,379",1.12,"1,068,166",0:03:03,83.44%,"1,682,087",1.61
2014-08-12,"1,901,626","651,581",1.13,"2,150,098",0:01:37,80.56%,"3,254,054",1.55
2014-08-13,"2,117,639","800,312",1.16,"2,450,176",0:01:25,79.77%,"3,386,198",1.39
2014-08-14,"1,898,085","655,122",1.13,"2,147,345",0:01:14,84.16%,"3,028,307",1.41
2014-08-15,"3,732,428","1,572,294",1.12,"4,176,311",0:01:07,83.81%,"5,384,880",1.29
2014-08-16,"2,910,869","1,225,256",1.14,"3,309,114",0:00:57,86.31%,"4,068,943",1.22
